Observation time UTC,Air temperature (dry bulb) [Deg C],Wet bulb temperature [Deg C],Dew point temperature [Deg C],Relative humidity [%],Data Source (dry bulb),Data Source (wet bulb)
2016-05-07T19:00:00Z,9.8,9.7,9.7,99,H,H
2016-05-07T20:00:00Z,10.2,10.1,10.1,99,H,H
2016-05-07T21:00:00Z,11.6,11.5,11.4,99,H,H
2016-05-07T22:00:00Z,12.9,12.7,12.4,97,H,H
2016-05-07T23:00:00Z,14.2,13.5,12.9,92,H,H
2016-05-08T00:00:00Z,16.4,15.1,14.1,86,H,H
2016-05-08T01:00:00Z,16.7,15.3,14.2,85,H,H
2016-05-08T02:00:00Z,16.7,15.4,14.4,86,H,H
2016-05-08T03:00:00Z,16.7,15.6,14.7,88,H,H
2016-05-08T04:00:00Z,16.9,15.8,15.1,89,H,H
2016-05-08T05:00:00Z,16.3,14.5,13,81,H,H
2016-05-08T06:00:00Z,15.8,14.4,13.3,85,H,H
2016-05-08T07:00:00Z,15.4,14.3,13.4,88,H,H
2016-05-08T08:00:00Z,15,14.2,13.6,91,H,H
2016-05-08T09:00:00Z,14.7,14,13.4,92,H,H
2016-05-08T10:00:00Z,15.2,14.2,13.4,89,H,H
2016-05-08T11:00:00Z,14.9,14.3,13.8,93,H,H
2016-05-08T12:00:00Z,14.8,14.3,13.8,94,H,H
2016-05-08T13:00:00Z,14.5,14.1,13.7,95,H,H
2016-05-08T14:00:00Z,13.6,13,12.5,93,H,H
2016-05-08T15:00:00Z,12.4,12.2,12,97,H,H
2016-05-08T16:00:00Z,12.2,11.9,11.6,96,H,H
2016-05-08T17:00:00Z,12.2,11.7,11.3,94,H,H
2016-05-08T18:00:00Z,10.2,9.7,9.3,94,H,H
2016-05-08T19:00:00Z,11.5,11.3,11,97,H,H
2016-05-08T20:00:00Z,12,11.5,11.1,94,H,H
2016-05-08T21:00:00Z,14.1,12.9,11.8,86,H,H
2016-05-08T22:00:00Z,16.8,14,11.7,72,H,H
2016-05-08T23:00:00Z,17.3,14.6,12.4,73,H,H
2016-05-09T00:00:00Z,18.7,15.1,12.2,66,H,H
2016-05-09T01:00:00Z,19.3,16,13.5,69,H,H
2016-05-09T02:00:00Z,19.3,14.8,11.1,59,H,H
2016-05-09T03:00:00Z,19.1,14.9,11.4,61,H,H
2016-05-09T04:00:00Z,18.4,14.7,11.7,65,H,H
2016-05-09T05:00:00Z,16.8,14.2,12.2,74,H,H
2016-05-09T06:00:00Z,14.4,13,11.7,84,H,H
2016-05-09T07:00:00Z,13.3,12.4,11.7,90,H,H
2016-05-09T08:00:00Z,12.1,11.5,10.9,92,H,H
2016-05-09T09:00:00Z,11.6,11.1,10.7,94,H,H
2016-05-09T10:00:00Z,11.6,11,10.4,92,H,H
2016-05-09T11:00:00Z,11.6,10.9,10.2,91,H,H
2016-05-09T12:00:00Z,11.7,11.1,10.4,92,H,H
2016-05-09T13:00:00Z,11.9,11.1,10.3,90,H,H
2016-05-09T14:00:00Z,12.4,11.4,10.5,88,H,H
2016-05-09T15:00:00Z,12.2,11,9.8,85,H,H
2016-05-09T16:00:00Z,11.6,10.5,9.5,87,H,H
2016-05-09T17:00:00Z,9.8,9.2,8.6,92,H,H
2016-05-09T18:00:00Z,8.2,7.8,7.3,94,H,H
2016-05-09T19:00:00Z,8.8,8.4,7.9,94,H,H
2016-05-09T20:00:00Z,9.8,9.4,8.9,94,H,H
2016-05-09T21:00:00Z,12.2,11.2,10.3,88,H,H
2016-05-09T22:00:00Z,13.9,11.9,10.2,78,H,H
2016-05-09T23:00:00Z,15.6,13.2,11.2,75,H,H
2016-05-10T00:00:00Z,17.7,14.2,11.3,66,H,H
2016-05-10T01:00:00Z,17.5,14.6,12.2,71,H,H
2016-05-10T02:00:00Z,17,14.8,13.1,78,H,H
2016-05-10T03:00:00Z,17,14.9,13.3,79,H,H
2016-05-10T04:00:00Z,16.7,15,13.6,82,H,H
2016-05-10T05:00:00Z,16.1,14.8,13.8,86,H,H
2016-05-10T06:00:00Z,15.8,14.9,14.2,90,H,H
2016-05-10T07:00:00Z,15.5,14.6,13.9,90,H,H
2016-05-10T08:00:00Z,15.2,14.5,13.9,92,H,H
2016-05-10T09:00:00Z,14.5,14.1,13.7,95,H,H
2016-05-10T10:00:00Z,14.7,14.2,13.8,94,H,H
2016-05-10T11:00:00Z,13.8,13.1,12.5,92,H,H
2016-05-10T12:00:00Z,12.7,12.5,12.2,97,H,H
2016-05-10T13:00:00Z,12,11.8,11.7,98,H,H
2016-05-10T14:00:00Z,12.4,12.2,12.1,98,H,H
2016-05-10T15:00:00Z,12.7,12.5,12.4,98,H,H
2016-05-10T16:00:00Z,12.6,12.4,12.3,98,H,H
2016-05-10T17:00:00Z,12.1,11.9,11.6,97,H,H
2016-05-10T18:00:00Z,12.2,12,11.9,98,H,H
2016-05-10T19:00:00Z,12.6,12.5,12.5,99,H,H
2016-05-10T20:00:00Z,13.4,13.3,13.3,99,H,H
2016-05-10T21:00:00Z,15.2,15,14.9,98,H,H
2016-05-10T22:00:00Z,16.1,15.4,14.8,92,H,H
2016-05-10T23:00:00Z,16.6,15.7,15,90,H,H
2016-05-11T00:00:00Z,16.4,15.9,15.6,95,H,H
2016-05-11T01:00:00Z,16.4,16.2,16.1,98,H,H
2016-05-11T02:00:00Z,16.8,16.6,16.5,98,H,H
2016-05-11T03:00:00Z,16.8,16.5,16.3,97,H,H
2016-05-11T04:00:00Z,17.1,16.9,16.8,98,H,H
2016-05-11T05:00:00Z,17.1,17,17,99,H,H
2016-05-11T06:00:00Z,17.4,17.3,17.3,99,H,H
2016-05-11T07:00:00Z,17.6,17.5,17.5,99,H,H
2016-05-11T08:00:00Z,17.8,17.7,17.7,99,H,H
2016-05-11T09:00:00Z,18.1,18,18,99,H,H
2016-05-11T10:00:00Z,17.9,17.7,17.6,98,H,H
2016-05-11T11:00:00Z,17.9,17.8,17.8,99,H,H
2016-05-11T12:00:00Z,17.9,17.8,17.8,99,H,H
2016-05-11T13:00:00Z,17.7,16.8,16.2,91,H,H
2016-05-11T14:00:00Z,17.3,16.3,15.6,90,H,H
2016-05-11T15:00:00Z,17.4,16.5,15.9,91,H,H
2016-05-11T16:00:00Z,17.9,16.7,15.9,88,H,H
2016-05-11T17:00:00Z,17.1,16.5,16.1,94,H,H
2016-05-11T18:00:00Z,16.2,14.8,13.7,85,H,H
2016-05-11T19:00:00Z,16.4,15.1,14.1,86,H,H
2016-05-11T20:00:00Z,15.8,13.9,12.4,80,H,H
2016-05-11T21:00:00Z,16,14.1,12.6,80,H,H
2016-05-11T22:00:00Z,16.4,14.4,12.8,79,H,H
2016-05-11T23:00:00Z,16.8,14.2,12.2,74,H,H
2016-05-12T00:00:00Z,17.3,14.7,12.6,74,H,H
2016-05-12T01:00:00Z,16.7,13.8,11.4,71,H,H
2016-05-12T02:00:00Z,16.6,13.8,11.6,72,H,H
2016-05-12T03:00:00Z,16.6,13.6,11.1,70,H,H
2016-05-12T04:00:00Z,16.3,13.3,10.6,69,H,H
2016-05-12T05:00:00Z,15.5,12.9,10.7,73,H,H
2016-05-12T06:00:00Z,14.3,12.3,10.5,78,H,H
2016-05-12T07:00:00Z,14.2,12.4,10.8,80,H,H
2016-05-12T08:00:00Z,13.7,12.1,10.7,82,H,H
2016-05-12T09:00:00Z,13.4,12,10.8,84,H,H
2016-05-12T10:00:00Z,13.8,12.4,11.2,84,H,H
2016-05-12T11:00:00Z,12,11.1,10.3,89,H,H
2016-05-12T12:00:00Z,13.9,13.1,12.5,91,H,H
2016-05-12T13:00:00Z,15.2,13.4,12,81,H,H
2016-05-12T14:00:00Z,15,13.2,11.6,80,H,H
2016-05-12T15:00:00Z,14.9,13.4,12.2,84,H,H
2016-05-12T16:00:00Z,15,13.4,12.2,83,H,H
2016-05-12T17:00:00Z,15.4,13.8,12.5,83,H,H
2016-05-12T18:00:00Z,15.2,13.5,12.2,82,H,H
2016-05-12T19:00:00Z,15.1,13.5,12.2,83,H,H
2016-05-12T20:00:00Z,15.3,14,13,86,H,H
2016-05-12T21:00:00Z,16.1,14.3,12.8,81,H,H
2016-05-12T22:00:00Z,17.2,15.2,13.7,80,H,H
2016-05-12T23:00:00Z,18.2,15.7,13.9,76,H,H
2016-05-13T00:00:00Z,19,15.9,13.6,71,H,H
2016-05-13T01:00:00Z,18.3,15.9,14.2,77,H,H
2016-05-13T02:00:00Z,18.4,16.5,15.1,81,H,H
2016-05-13T03:00:00Z,18.4,16,14.3,77,H,H
2016-05-13T04:00:00Z,17,15.3,14.1,83,H,H
2016-05-13T05:00:00Z,16.1,14.6,13.4,84,H,H
2016-05-13T06:00:00Z,15.5,13.7,12.3,81,H,H
2016-05-13T07:00:00Z,15.5,13.5,11.9,79,H,H
2016-05-13T08:00:00Z,15.5,13.7,12.3,81,H,H
2016-05-13T09:00:00Z,15,13.2,11.6,80,H,H
2016-05-13T10:00:00Z,14,12.4,11,82,H,H
2016-05-13T11:00:00Z,13.4,12.2,11.1,86,H,H
2016-05-13T12:00:00Z,14.1,12.8,11.6,85,H,H
2016-05-13T13:00:00Z,15.2,13.8,12.7,85,H,H
2016-05-13T14:00:00Z,15.3,14,13,86,H,H
2016-05-13T15:00:00Z,14.2,13.8,13.4,95,H,H
2016-05-13T16:00:00Z,14.8,13.6,12.7,87,H,H
2016-05-13T17:00:00Z,14.5,13.1,11.8,84,H,H
2016-05-13T18:00:00Z,13.7,12.5,11.4,86,H,H
2016-05-13T19:00:00Z,12.9,11.8,10.8,87,H,H
2016-05-13T20:00:00Z,13.5,12.2,11,85,H,H
2016-05-13T21:00:00Z,15.3,13.2,11.5,78,H,H
2016-05-13T22:00:00Z,16.6,13.5,10.9,69,H,H
2016-05-13T23:00:00Z,17,14.1,11.7,71,H,H
2016-05-14T00:00:00Z,17.7,13.9,10.6,63,H,H
2016-05-14T01:00:00Z,17.5,13.2,9.4,59,H,H
2016-05-14T02:00:00Z,17.4,13.6,10.3,63,H,H
2016-05-14T03:00:00Z,16.7,13,9.6,63,H,H
2016-05-14T04:00:00Z,16.8,13.3,10.2,65,H,H
2016-05-14T05:00:00Z,15.2,12.8,10.6,74,H,H
2016-05-14T06:00:00Z,13.3,11.6,9.9,80,H,H
2016-05-14T07:00:00Z,12.3,11,9.7,84,H,H
2016-05-14T08:00:00Z,11.2,10.2,9.1,87,H,H
2016-05-14T09:00:00Z,11,10.2,9.4,90,H,H
2016-05-14T10:00:00Z,11,10.4,9.8,92,H,H
2016-05-14T11:00:00Z,10.4,9.9,9.3,93,H,H
2016-05-14T12:00:00Z,10.6,10.1,9.5,93,H,H
2016-05-14T13:00:00Z,10.7,10.2,9.8,94,H,H
2016-05-14T14:00:00Z,8.8,8.5,8.2,96,H,H
2016-05-14T15:00:00Z,9.2,9.1,8.9,98,H,H
2016-05-14T16:00:00Z,11.3,11,10.7,96,H,H
2016-05-14T17:00:00Z,10,9.7,9.4,96,H,H
2016-05-14T18:00:00Z,10,9.6,9.1,94,H,H
2016-05-14T19:00:00Z,8.9,8.5,8.2,95,H,H
2016-05-14T20:00:00Z,9.5,9.4,9.2,98,H,H
2016-05-14T21:00:00Z,13.6,12.6,11.7,88,H,H
2016-05-14T22:00:00Z,14.8,12.7,10.8,77,H,H
2016-05-14T23:00:00Z,16.4,14,12,75,H,H
2016-05-15T00:00:00Z,16,13.8,12,77,H,H
2016-05-15T01:00:00Z,16.2,14.1,12.4,78,H,H
2016-05-15T02:00:00Z,17.1,14.5,12.4,74,H,H
2016-05-15T03:00:00Z,16.4,14.3,12.6,78,H,H
2016-05-15T04:00:00Z,17,14.4,12.3,74,H,H
2016-05-15T05:00:00Z,15.1,13,11.1,77,H,H
2016-05-15T06:00:00Z,14.1,12.5,11.1,82,H,H
2016-05-15T07:00:00Z,14,12.9,11.9,87,H,H
2016-05-15T08:00:00Z,12.9,12.1,11.5,91,H,H
2016-05-15T09:00:00Z,12.8,12,11.2,90,H,H
2016-05-15T10:00:00Z,13.7,12.7,11.8,88,H,H
2016-05-15T11:00:00Z,13.9,12.9,12.1,89,H,H
2016-05-15T12:00:00Z,13.3,12.8,12.4,94,H,H
2016-05-15T13:00:00Z,14.1,13.1,12.3,89,H,H
2016-05-15T14:00:00Z,12.1,11.8,11.5,96,H,H
2016-05-15T15:00:00Z,11.3,10.8,10.4,94,H,H
2016-05-15T16:00:00Z,11.3,11.1,10.9,97,H,H
2016-05-15T17:00:00Z,11.6,11.4,11.3,98,H,H
2016-05-15T18:00:00Z,12,11.8,11.5,97,H,H
2016-05-15T19:00:00Z,10.3,10,9.7,96,H,H
2016-05-15T20:00:00Z,10.4,10.3,10.1,98,H,H
2016-05-15T21:00:00Z,13.7,13.5,13.4,98,H,H
2016-05-15T22:00:00Z,16.6,14.3,12.4,76,H,H
2016-05-15T23:00:00Z,16.2,13.8,11.8,75,H,H
2016-05-16T00:00:00Z,17,14.4,12.3,74,H,H
2016-05-16T01:00:00Z,16.7,13.9,11.6,72,H,H
2016-05-16T02:00:00Z,16.8,14,11.7,72,H,H
2016-05-16T03:00:00Z,17.1,14.4,12.2,73,H,H
2016-05-16T04:00:00Z,14.8,14.3,13.8,94,H,H
2016-05-16T05:00:00Z,14.5,13.7,13.1,91,H,H
2016-05-16T06:00:00Z,15,13.3,12,82,H,H
2016-05-16T07:00:00Z,15.2,13.7,12.5,84,H,H
2016-05-16T08:00:00Z,13.3,12,10.8,85,H,H
2016-05-16T09:00:00Z,12.8,11.2,9.6,81,H,H
2016-05-16T10:00:00Z,12.9,11.3,9.7,81,H,H
2016-05-16T11:00:00Z,12.4,10.9,9.4,82,H,H
2016-05-16T12:00:00Z,12.5,11.2,9.9,84,H,H
2016-05-16T13:00:00Z,9.8,8.9,7.9,88,H,H
2016-05-16T14:00:00Z,9.9,9.7,9.5,97,H,H
2016-05-16T15:00:00Z,11.6,10.7,9.9,89,H,H
2016-05-16T16:00:00Z,11,10.2,9.4,90,H,H
2016-05-16T17:00:00Z,11.5,10.5,9.4,87,H,H
2016-05-16T18:00:00Z,11,10,8.9,87,H,H
2016-05-16T19:00:00Z,11,10,8.9,87,H,H
2016-05-16T20:00:00Z,11.8,10.6,9.4,85,H,H
2016-05-16T21:00:00Z,11.9,10,8,77,H,H
2016-05-16T22:00:00Z,13.2,10.9,8.7,74,H,H
2016-05-16T23:00:00Z,14.2,11.2,8.2,67,H,H
2016-05-17T00:00:00Z,14.5,11,7.3,62,H,H
2016-05-17T01:00:00Z,14.9,11.1,7.2,60,H,H
2016-05-17T02:00:00Z,15.4,11.5,7.7,60,H,H
2016-05-17T03:00:00Z,14.1,10.7,7.2,63,H,H
2016-05-17T04:00:00Z,13.4,10.6,7.6,68,H,H
2016-05-17T05:00:00Z,12.3,9.8,7.2,71,H,H
2016-05-17T06:00:00Z,10.4,8.8,6.9,79,H,H
2016-05-17T07:00:00Z,9.2,8,6.7,84,H,H
2016-05-17T08:00:00Z,8,7.4,6.8,92,H,H
2016-05-17T09:00:00Z,6.5,6.2,5.8,95,H,H
2016-05-17T10:00:00Z,5.3,5.1,4.7,96,H,H
2016-05-17T11:00:00Z,5.7,5.5,5.3,97,H,H
2016-05-17T12:00:00Z,5,4.8,4.6,97,H,H
2016-05-17T13:00:00Z,5.2,5.1,4.9,98,H,H
2016-05-17T14:00:00Z,4.8,4.7,4.7,99,H,H
2016-05-17T15:00:00Z,4.3,4.2,4,98,H,H
2016-05-17T16:00:00Z,4.5,4.4,4.4,99,H,H
2016-05-17T17:00:00Z,5,5,5,100,H,H
2016-05-17T18:00:00Z,5.9,5.8,5.8,99,H,H
2016-05-17T19:00:00Z,5.6,5.5,5.5,99,H,H
2016-05-17T20:00:00Z,7.3,7.2,7.2,99,H,H
2016-05-17T21:00:00Z,9.8,9.3,8.7,93,H,H
2016-05-17T22:00:00Z,11,9.9,8.8,86,H,H
2016-05-17T23:00:00Z,11.1,10.6,10,93,H,H
2016-05-18T00:00:00Z,10.5,10.2,9.9,96,H,H
2016-05-18T01:00:00Z,11.1,10.5,9.9,92,H,H
2016-05-18T02:00:00Z,13.6,11.5,9.5,76,H,H
2016-05-18T03:00:00Z,14.2,12.1,10.2,77,H,H
2016-05-18T04:00:00Z,13.9,11.8,9.9,77,H,H
2016-05-18T05:00:00Z,12.7,11.3,9.9,83,H,H
2016-05-18T06:00:00Z,12.6,11.3,10.1,85,H,H
2016-05-18T07:00:00Z,12.4,11.2,10.1,86,H,H
2016-05-18T08:00:00Z,11.8,10.2,8.5,80,H,H
2016-05-18T09:00:00Z,11.5,10.1,8.7,83,H,H
2016-05-18T10:00:00Z,11.3,9.7,8,80,H,H
2016-05-18T11:00:00Z,11.5,9.7,7.8,78,H,H
2016-05-18T12:00:00Z,11.6,10.1,8.7,82,H,H
2016-05-18T13:00:00Z,11,9.6,8.2,83,H,H
2016-05-18T14:00:00Z,11.3,9.8,8.3,82,H,H
2016-05-18T15:00:00Z,11.6,10.1,8.7,82,H,H
2016-05-18T16:00:00Z,11.3,9.8,8.2,81,H,H
2016-05-18T17:00:00Z,11.3,9.8,8.3,82,H,H
2016-05-18T18:00:00Z,10.9,9.3,7.6,80,H,H
2016-05-18T19:00:00Z,10.9,9.1,7.2,78,H,H
2016-05-18T20:00:00Z,11.5,10.1,8.7,83,H,H
2016-05-18T21:00:00Z,12,10.7,9.4,84,H,H
2016-05-18T22:00:00Z,13.1,11.6,10.3,83,H,H
2016-05-18T23:00:00Z,14.9,12.3,9.9,72,H,H
2016-05-19T00:00:00Z,14.8,12.3,10,73,H,H
2016-05-19T01:00:00Z,14.9,12.3,9.9,72,H,H
2016-05-19T02:00:00Z,14.4,11.9,9.6,73,H,H
2016-05-19T03:00:00Z,15.3,11.8,8.3,63,H,H
2016-05-19T04:00:00Z,13.8,10.1,6.2,60,H,H
2016-05-19T05:00:00Z,12,9.6,6.9,71,H,H
2016-05-19T06:00:00Z,11.5,9.5,7.4,76,H,H
2016-05-19T07:00:00Z,11,9.6,8.1,82,H,H
2016-05-19T08:00:00Z,12,10.3,8.7,80,H,H
2016-05-19T09:00:00Z,11.9,10.6,9.3,84,H,H
2016-05-19T10:00:00Z,11,9.9,8.8,86,H,H
2016-05-19T11:00:00Z,10.3,9.5,8.7,90,H,H
2016-05-19T12:00:00Z,11.6,10.5,9.3,86,H,H
2016-05-19T13:00:00Z,11.4,10.2,9,85,H,H
2016-05-19T14:00:00Z,12.2,10.9,9.6,84,H,H
2016-05-19T15:00:00Z,11.4,10.6,9.8,90,H,H
2016-05-19T16:00:00Z,10.9,10.5,10.1,95,H,H
2016-05-19T17:00:00Z,11,10.9,10.7,98,H,H
2016-05-19T18:00:00Z,10.9,10.6,10.3,96,H,H
2016-05-19T19:00:00Z,11,10.8,10.6,97,H,H
2016-05-19T20:00:00Z,11.4,11.2,11,97,H,H
2016-05-19T21:00:00Z,13.1,12.1,11.2,88,H,H
2016-05-19T22:00:00Z,14.5,12.7,11.1,80,H,H
2016-05-19T23:00:00Z,14.6,13.1,11.8,83,H,H
2016-05-20T00:00:00Z,15.9,13.4,11.3,74,H,H
2016-05-20T01:00:00Z,16,13.1,10.6,70,H,H
2016-05-20T02:00:00Z,16.4,13.6,11.1,71,H,H
2016-05-20T03:00:00Z,16,13.4,11.2,73,H,H
2016-05-20T04:00:00Z,16.7,14.2,12.3,75,H,H
2016-05-20T05:00:00Z,15.5,13.5,11.9,79,H,H
2016-05-20T06:00:00Z,15.8,13.5,11.6,76,H,H
2016-05-20T07:00:00Z,15.6,13.5,11.8,78,H,H
2016-05-20T08:00:00Z,15.4,13.5,12,80,H,H
2016-05-20T09:00:00Z,15.4,13.5,12,80,H,H
2016-05-20T10:00:00Z,15.2,13.7,12.5,84,H,H
2016-05-20T11:00:00Z,14.7,13.7,12.9,89,H,H
2016-05-20T12:00:00Z,13,12.1,11.3,89,H,H
2016-05-20T13:00:00Z,12.5,11.8,11.3,92,H,H
2016-05-20T14:00:00Z,12.3,11.5,10.7,90,H,H
2016-05-20T15:00:00Z,11.8,10.4,9,83,H,H
2016-05-20T16:00:00Z,12.1,10.8,9.5,84,H,H
2016-05-20T17:00:00Z,11.7,10.5,9.3,85,H,H
2016-05-20T18:00:00Z,11,10.3,9.6,91,H,H
2016-05-20T19:00:00Z,10.9,10.2,9.5,91,H,H
2016-05-20T20:00:00Z,10.1,9.7,9.2,94,H,H
2016-05-20T21:00:00Z,10.6,10,9.4,92,H,H
2016-05-20T22:00:00Z,12.4,10.8,9.2,81,H,H
2016-05-20T23:00:00Z,14.1,11.5,8.9,71,H,H
2016-05-21T00:00:00Z,14.6,11.8,9.2,70,H,H
2016-05-21T01:00:00Z,13,11.2,9.5,79,H,H
2016-05-21T02:00:00Z,11.9,11.2,10.5,91,H,H
2016-05-21T03:00:00Z,12.5,11.6,10.7,89,H,H
2016-05-21T04:00:00Z,12.2,11.8,11.4,95,H,H
2016-05-21T05:00:00Z,11.8,11.2,10.7,93,H,H
2016-05-21T06:00:00Z,11,10.6,10.2,95,H,H
2016-05-21T07:00:00Z,10.3,10.1,9.8,97,H,H
2016-05-21T08:00:00Z,10.4,10.1,9.8,96,H,H
2016-05-21T09:00:00Z,9.9,9.3,8.7,92,H,H
2016-05-21T10:00:00Z,9.8,9,8.2,90,H,H
2016-05-21T11:00:00Z,9.8,8.9,7.9,88,H,H
2016-05-21T12:00:00Z,10.2,9.4,8.5,89,H,H
2016-05-21T13:00:00Z,10,9,8,87,H,H
2016-05-21T14:00:00Z,9.3,8.1,6.7,84,H,H
2016-05-21T15:00:00Z,9,7.4,5.6,79,H,H
2016-05-21T16:00:00Z,7.4,6.3,4.9,84,H,H
2016-05-21T17:00:00Z,6.5,5.8,5,90,H,H
2016-05-21T18:00:00Z,5.8,5.3,4.6,92,H,H
2016-05-21T19:00:00Z,5.3,4.7,4,91,H,H
2016-05-21T20:00:00Z,4.6,4.3,3.9,95,H,H
2016-05-21T21:00:00Z,8.5,7.9,7.3,92,H,H
2016-05-21T22:00:00Z,11.4,9.4,7.3,76,H,H
2016-05-21T23:00:00Z,12.8,9.7,6.4,65,H,H
2016-05-22T00:00:00Z,13.6,11,8.5,71,H,H
2016-05-22T01:00:00Z,13.8,11.1,8.4,70,H,H
2016-05-22T02:00:00Z,12.2,10.9,9.6,84,H,H
2016-05-22T03:00:00Z,12.2,11,9.8,85,H,H
2016-05-22T04:00:00Z,13.3,10.9,8.6,73,H,H
2016-05-22T05:00:00Z,11.5,9.7,7.8,78,H,H
2016-05-22T06:00:00Z,11.2,9.4,7.5,78,H,H
2016-05-22T07:00:00Z,10.5,8.8,7,79,H,H
2016-05-22T08:00:00Z,10,8.8,7.4,84,H,H
2016-05-22T09:00:00Z,9.6,8.2,6.7,82,H,H
2016-05-22T10:00:00Z,10,8.8,7.4,84,H,H
2016-05-22T11:00:00Z,9.4,8.1,6.7,83,H,H
2016-05-22T12:00:00Z,9.2,7.8,6.1,81,H,H
2016-05-22T13:00:00Z,7.8,6.6,5.1,83,H,H
2016-05-22T14:00:00Z,7.6,6.3,4.7,82,H,H
2016-05-22T15:00:00Z,7.2,5.5,3.3,76,H,H
2016-05-22T16:00:00Z,6.2,4.5,1.9,74,H,H
2016-05-22T17:00:00Z,5.1,3.5,0.9,74,H,H
2016-05-22T18:00:00Z,2.4,1.6,0.2,85,H,H
2016-05-22T19:00:00Z,2.2,1.5,0.4,88,H,H
2016-05-22T20:00:00Z,2.2,1.9,1.4,94,H,H
2016-05-22T21:00:00Z,6.9,5.6,3.9,81,H,H
2016-05-22T22:00:00Z,8,6.3,4,76,H,H
2016-05-22T23:00:00Z,8.6,6.9,4.8,77,H,H
2016-05-23T00:00:00Z,9.3,7.9,6.2,81,H,H
2016-05-23T01:00:00Z,9.9,8,5.9,76,H,H
2016-05-23T02:00:00Z,10,8.5,6.7,80,H,H
2016-05-23T03:00:00Z,11,8.8,6.4,73,H,H
2016-05-23T04:00:00Z,10.2,8.8,7.3,82,H,H
2016-05-23T05:00:00Z,10.2,8.6,6.9,80,H,H
2016-05-23T06:00:00Z,9.6,8.9,8.1,90,H,H
2016-05-23T07:00:00Z,9.4,8.5,7.5,88,H,H
2016-05-23T08:00:00Z,9.8,8.9,7.9,88,H,H
2016-05-23T09:00:00Z,9.7,8.9,8,89,H,H
2016-05-23T10:00:00Z,10.1,9.2,8.2,88,H,H
2016-05-23T11:00:00Z,10,9,8,87,H,H
2016-05-23T12:00:00Z,10.2,9.1,8,86,H,H
2016-05-23T13:00:00Z,10,9.2,8.3,89,H,H
2016-05-23T14:00:00Z,10.2,9.4,8.6,90,H,H
2016-05-23T15:00:00Z,10.3,9.7,9.1,92,H,H
2016-05-23T16:00:00Z,10.5,9.9,9.3,92,H,H
2016-05-23T17:00:00Z,10.9,9.9,8.8,87,H,H
2016-05-23T18:00:00Z,11,9.8,8.6,85,H,H
2016-05-23T19:00:00Z,11,9.9,8.8,86,H,H
2016-05-23T20:00:00Z,10.8,9.6,8.4,85,H,H
2016-05-23T21:00:00Z,10.8,10.1,9.4,91,H,H
2016-05-23T22:00:00Z,11,10.5,10.1,94,H,H
2016-05-23T23:00:00Z,11.6,10.8,10,90,H,H
2016-05-24T00:00:00Z,12.9,11.7,10.6,86,H,H
2016-05-24T01:00:00Z,13.3,11.4,9.6,78,H,H
2016-05-24T02:00:00Z,13.2,11.7,10.4,83,H,H
2016-05-24T03:00:00Z,13,11.7,10.6,85,H,H
2016-05-24T04:00:00Z,12.5,12,11.6,94,H,H
2016-05-24T05:00:00Z,12.6,12.4,12.1,97,H,H
2016-05-24T06:00:00Z,13.1,12.8,12.5,96,H,H
2016-05-24T07:00:00Z,13.7,12.9,12.3,91,H,H
2016-05-24T08:00:00Z,13.6,12.4,11.3,86,H,H
2016-05-24T09:00:00Z,13,11.7,10.6,85,H,H
2016-05-24T10:00:00Z,12.5,11.2,10.1,85,H,H
2016-05-24T11:00:00Z,13.1,11.7,10.5,84,H,H
2016-05-24T12:00:00Z,13.3,11.7,10.1,81,H,H
2016-05-24T13:00:00Z,13.4,11.7,10,80,H,H
2016-05-24T14:00:00Z,13,11.1,9.3,78,H,H
2016-05-24T15:00:00Z,12.9,11.1,9.4,79,H,H
2016-05-24T16:00:00Z,12.4,10.7,9.1,80,H,H
2016-05-24T17:00:00Z,12.3,10.8,9.3,82,H,H
2016-05-24T18:00:00Z,11.8,10.8,9.9,88,H,H
2016-05-24T19:00:00Z,12.6,11.1,9.6,82,H,H
2016-05-24T20:00:00Z,13,11.2,9.5,79,H,H
2016-05-24T21:00:00Z,13.7,11.5,9.4,75,H,H
2016-05-24T22:00:00Z,14.5,12.1,9.9,74,H,H
2016-05-24T23:00:00Z,15.2,12.6,10.2,72,H,H
2016-05-25T00:00:00Z,13.8,12.1,10.6,81,H,H
2016-05-25T01:00:00Z,15.6,12.5,9.7,68,H,H
2016-05-25T02:00:00Z,15.2,11.9,8.7,65,H,H
2016-05-25T03:00:00Z,11.9,10.9,10,88,H,H
2016-05-25T04:00:00Z,12,11,10.1,88,H,H
2016-05-25T05:00:00Z,9.2,8.8,8.3,94,H,H
2016-05-25T06:00:00Z,10.1,9.8,9.5,96,H,H
2016-05-25T07:00:00Z,9.6,9.3,9,96,H,H
2016-05-25T08:00:00Z,11.3,10.5,9.7,90,H,H
2016-05-25T09:00:00Z,10.8,9.9,8.9,88,H,H
2016-05-25T10:00:00Z,11,10.1,9.1,88,H,H
2016-05-25T11:00:00Z,11,10.2,9.4,90,H,H
2016-05-25T12:00:00Z,11.2,10.3,9.5,89,H,H
2016-05-25T13:00:00Z,10.4,9.2,8,85,H,H
2016-05-25T14:00:00Z,9.3,8.6,7.8,90,H,H
2016-05-25T15:00:00Z,9.6,8.7,7.7,88,H,H
2016-05-25T16:00:00Z,10.4,9.2,7.8,84,H,H
