Frequency [D/H],Data Type,Observation time UTC,Data Source,Radiation [MJ/m2],PERIOD [hrs]
D,Global,2021-07-14T11:59:00Z,D,10.33,24
D,Global,2021-07-15T11:59:00Z,D,8.49,24
D,Global,2021-07-16T11:59:00Z,D,7.21,24
D,Global,2021-07-17T11:59:00Z,D,0.7,24
D,Global,2021-07-18T11:59:00Z,D,6.11,24
D,Global,2021-07-19T11:59:00Z,D,9.14,24
D,Global,2021-07-20T11:59:00Z,D,5.81,24
D,Global,2021-07-21T11:59:00Z,D,3.12,24
D,Global,2021-07-22T11:59:00Z,D,7.35,24
D,Global,2021-07-23T11:59:00Z,D,7.64,24
D,Global,2021-07-24T11:59:00Z,D,10.54,24
D,Global,2021-07-25T11:59:00Z,D,6.18,24
D,Global,2021-07-26T11:59:00Z,D,1.93,24
D,Global,2021-07-27T11:59:00Z,D,8.19,24
D,Global,2021-07-28T11:59:00Z,D,9.56,24
D,Global,2021-07-29T11:59:00Z,D,9.47,24
D,Global,2021-07-30T11:59:00Z,D,6.02,24
D,Global,2021-07-31T11:59:00Z,D,4.84,24
D,Global,2021-08-01T11:59:00Z,D,11.08,24
D,Global,2021-08-02T11:59:00Z,D,11.53,24
D,Global,2021-08-03T11:59:00Z,D,6.84,24
D,Global,2021-08-04T11:59:00Z,D,12.45,24
D,Global,2021-08-05T11:59:00Z,D,1.75,24
D,Global,2021-08-06T11:59:00Z,D,7.62,24
D,Global,2021-08-07T11:59:00Z,D,9.72,24
D,Global,2021-08-08T11:59:00Z,D,5.51,24
D,Global,2021-08-09T11:59:00Z,D,10.29,24
D,Global,2021-08-10T11:59:00Z,D,13.36,24
D,Global,2021-08-11T11:59:00Z,D,10.61,24
D,Global,2021-08-12T11:59:00Z,D,7.98,24
D,Global,2021-08-13T11:59:00Z,D,7.12,24
D,Global,2021-08-14T11:59:00Z,D,12.12,24
D,Global,2021-08-15T11:59:00Z,D,9.89,24
D,Global,2021-08-16T11:59:00Z,D,7.06,24
D,Global,2021-08-17T11:59:00Z,D,4.14,24
D,Global,2021-08-18T11:59:00Z,D,8.2,24
D,Global,2021-08-19T11:59:00Z,D,11.42,24
D,Global,2021-08-20T11:59:00Z,D,10.96,24
D,Global,2021-08-21T11:59:00Z,D,12.52,24
D,Global,2021-08-22T11:59:00Z,D,15.33,24
D,Global,2021-08-23T11:59:00Z,D,11.52,24
D,Global,2021-08-24T11:59:00Z,D,8.67,24
D,Global,2021-08-25T11:59:00Z,D,14.46,24
D,Global,2021-08-26T11:59:00Z,D,7.59,24
D,Global,2021-08-27T11:59:00Z,D,4.43,24
D,Global,2021-08-28T11:59:00Z,D,10.73,24
D,Global,2021-08-29T11:59:00Z,D,8.76,24
D,Global,2021-08-30T11:59:00Z,D,8.38,24
D,Global,2021-08-31T11:59:00Z,D,7.75,24
D,Global,2021-09-01T11:59:00Z,D,16.61,24
D,Global,2021-09-02T11:59:00Z,D,16.86,24
D,Global,2021-09-03T11:59:00Z,D,17.41,24
D,Global,2021-09-04T11:59:00Z,D,13.34,24
D,Global,2021-09-05T11:59:00Z,D,14.31,24
D,Global,2021-09-06T11:59:00Z,D,12.49,24
D,Global,2021-09-07T11:59:00Z,D,3.43,24
D,Global,2021-09-08T11:59:00Z,D,10.05,24
D,Global,2021-09-09T11:59:00Z,D,14.11,24
D,Global,2021-09-10T11:59:00Z,D,10,24
D,Global,2021-09-11T11:59:00Z,D,15.25,24
D,Global,2021-09-12T11:59:00Z,D,15.2,24
D,Global,2021-09-13T11:59:00Z,D,8.39,24
D,Global,2021-09-14T11:59:00Z,D,5.26,24
D,Global,2021-09-15T11:59:00Z,D,4.51,24
D,Global,2021-09-16T11:59:00Z,D,2.52,24
D,Global,2021-09-17T11:59:00Z,D,15.51,24
D,Global,2021-09-18T11:59:00Z,D,16.63,24
D,Global,2021-09-19T11:59:00Z,D,15.66,24
D,Global,2021-09-20T11:59:00Z,D,17.14,24
D,Global,2021-09-21T11:59:00Z,D,16.7,24
D,Global,2021-09-22T11:59:00Z,D,7.14,24
D,Global,2021-09-23T11:59:00Z,D,2.86,24
D,Global,2021-09-24T11:59:00Z,D,18.04,24
D,Global,2021-09-25T11:59:00Z,D,20.96,24
D,Global,2021-09-26T10:59:00Z,D,6.52,24
D,Global,2021-09-27T10:59:00Z,D,12.02,24
D,Global,2021-09-28T10:59:00Z,D,19.97,24
D,Global,2021-09-29T10:59:00Z,D,17.43,24
D,Global,2021-09-30T10:59:00Z,D,9.91,24
D,Global,2021-10-01T10:59:00Z,D,18.06,24
D,Global,2021-10-02T10:59:00Z,D,12.94,24
D,Global,2021-10-03T10:59:00Z,D,16.79,24
D,Global,2021-10-04T10:59:00Z,D,11.1,24
D,Global,2021-10-05T10:59:00Z,D,13.22,24
D,Global,2021-10-06T10:59:00Z,D,10.56,24
D,Global,2021-10-07T10:59:00Z,D,4.66,24
D,Global,2021-10-08T10:59:00Z,D,16.05,24
D,Global,2021-10-09T10:59:00Z,D,22.18,24
D,Global,2021-10-10T10:59:00Z,D,19.14,24
D,Global,2021-10-11T10:59:00Z,D,14.45,24
D,Global,2021-10-12T10:59:00Z,D,20.39,24
D,Global,2021-10-13T10:59:00Z,D,18.84,24
D,Global,2021-10-14T10:59:00Z,D,24.69,24
D,Global,2021-10-15T10:59:00Z,D,23.17,24
D,Global,2021-10-16T10:59:00Z,D,26.29,24
D,Global,2021-10-17T10:59:00Z,D,11.26,24
D,Global,2021-10-18T10:59:00Z,D,20.74,24
D,Global,2021-10-19T10:59:00Z,D,23.07,24
D,Global,2021-10-20T10:59:00Z,D,24.26,24
D,Global,2021-10-21T10:59:00Z,D,8.51,24
D,Global,2021-10-22T10:59:00Z,D,13.61,24
D,Global,2021-10-23T10:59:00Z,D,10.7,24
D,Global,2021-10-24T10:59:00Z,D,8.31,24
D,Global,2021-10-25T10:59:00Z,D,13.12,24
D,Global,2021-10-26T10:59:00Z,D,24.86,24
D,Global,2021-10-27T10:59:00Z,D,8.88,24
D,Global,2021-10-28T10:59:00Z,D,6.36,24
D,Global,2021-10-29T10:59:00Z,D,14.22,24
D,Global,2021-10-30T10:59:00Z,D,16.58,24
D,Global,2021-10-31T10:59:00Z,D,13.2,24
D,Global,2021-11-01T10:59:00Z,D,17.66,24
D,Global,2021-11-02T10:59:00Z,D,23.02,24
D,Global,2021-11-03T10:59:00Z,D,8.02,24
D,Global,2021-11-04T10:59:00Z,D,17.85,24
D,Global,2021-11-05T10:59:00Z,D,10.38,24
D,Global,2021-11-06T10:59:00Z,D,16.21,24
D,Global,2021-11-07T10:59:00Z,D,17.95,24
D,Global,2021-11-08T10:59:00Z,D,23.35,24
D,Global,2021-11-09T10:59:00Z,D,19.61,24
D,Global,2021-11-10T10:59:00Z,D,19.83,24
D,Global,2021-11-11T10:59:00Z,D,27.68,24
D,Global,2021-11-12T10:59:00Z,D,16.93,24
D,Global,2021-11-13T10:59:00Z,D,7.06,24
D,Global,2021-11-14T10:59:00Z,D,15.66,24
D,Global,2021-11-15T10:59:00Z,D,23.41,24
D,Global,2021-11-16T10:59:00Z,D,19.94,24
D,Global,2021-11-17T10:59:00Z,D,16.83,24
D,Global,2021-11-18T10:59:00Z,D,21.82,24
D,Global,2021-11-19T10:59:00Z,D,27.03,24
D,Global,2021-11-20T10:59:00Z,D,29.91,24
D,Global,2021-11-21T10:59:00Z,D,17.39,24
D,Global,2021-11-22T10:59:00Z,D,10.53,24
D,Global,2021-11-23T10:59:00Z,D,20.34,24
D,Global,2021-11-24T10:59:00Z,D,25.98,24
D,Global,2021-11-25T10:59:00Z,D,24.53,24
D,Global,2021-11-26T10:59:00Z,D,26.96,24
D,Global,2021-11-27T10:59:00Z,D,27.3,24
D,Global,2021-11-28T10:59:00Z,D,21.8,24
D,Global,2021-11-29T10:59:00Z,D,28.88,24
D,Global,2021-11-30T10:59:00Z,D,8.9,24
D,Global,2021-12-01T10:59:00Z,D,7.37,24
D,Global,2021-12-02T10:59:00Z,D,18.62,24
D,Global,2021-12-03T10:59:00Z,D,20.23,24
D,Global,2021-12-04T10:59:00Z,D,11.23,24
D,Global,2021-12-05T10:59:00Z,D,21.73,24
D,Global,2021-12-06T10:59:00Z,D,7.46,24
D,Global,2021-12-07T10:59:00Z,D,15.26,24
D,Global,2021-12-08T10:59:00Z,D,21.32,24
D,Global,2021-12-09T10:59:00Z,D,24.15,24
D,Global,2021-12-10T10:59:00Z,D,22.87,24
D,Global,2021-12-11T10:59:00Z,D,22.15,24
D,Global,2021-12-12T10:59:00Z,D,5.11,24
D,Global,2021-12-13T10:59:00Z,D,8.62,24
D,Global,2021-12-14T10:59:00Z,D,7.01,24
D,Global,2021-12-15T10:59:00Z,D,5.09,24
D,Global,2021-12-16T10:59:00Z,D,19.4,24
D,Global,2021-12-17T10:59:00Z,D,23.69,24
D,Global,2021-12-18T10:59:00Z,D,26.62,24
D,Global,2021-12-19T10:59:00Z,D,31.06,24
D,Global,2021-12-20T10:59:00Z,D,32.28,24
D,Global,2021-12-21T10:59:00Z,D,18.18,24
D,Global,2021-12-22T10:59:00Z,D,27.12,24
D,Global,2021-12-23T10:59:00Z,D,30.39,24
D,Global,2021-12-24T10:59:00Z,D,31.83,24
D,Global,2021-12-25T10:59:00Z,D,25.47,24
D,Global,2021-12-26T10:59:00Z,D,30.75,24
D,Global,2021-12-27T10:59:00Z,D,21.32,24
D,Global,2021-12-28T10:59:00Z,D,10.98,24
D,Global,2021-12-29T10:59:00Z,D,29.97,24
D,Global,2021-12-30T10:59:00Z,D,26.58,24
D,Global,2021-12-31T10:59:00Z,D,30.63,24
D,Global,2022-01-01T10:59:00Z,D,31.71,24
D,Global,2022-01-02T10:59:00Z,D,31.35,24
D,Global,2022-01-03T10:59:00Z,D,31.84,24
D,Global,2022-01-04T10:59:00Z,D,31.87,24
D,Global,2022-01-05T10:59:00Z,D,26.97,24
D,Global,2022-01-06T10:59:00Z,D,20.48,24
D,Global,2022-01-07T10:59:00Z,D,22.44,24
D,Global,2022-01-08T10:59:00Z,D,25.6,24
D,Global,2022-01-09T10:59:00Z,D,19.74,24
D,Global,2022-01-10T10:59:00Z,D,24.97,24
D,Global,2022-01-11T10:59:00Z,D,27.56,24
D,Global,2022-01-12T10:59:00Z,D,28.94,24
D,Global,2022-01-13T10:59:00Z,D,23.47,24
D,Global,2022-01-14T10:59:00Z,D,31.52,24
D,Global,2022-01-15T10:59:00Z,D,24.44,24
D,Global,2022-01-16T10:59:00Z,D,28.11,24
D,Global,2022-01-17T10:59:00Z,D,30.23,24
D,Global,2022-01-18T10:59:00Z,D,29.65,24
D,Global,2022-01-19T10:59:00Z,D,20.25,24
D,Global,2022-01-20T10:59:00Z,D,13.78,24
D,Global,2022-01-21T10:59:00Z,D,29.05,24
D,Global,2022-01-22T10:59:00Z,D,21,24
D,Global,2022-01-23T10:59:00Z,D,19.67,24
D,Global,2022-01-24T10:59:00Z,D,6.02,24
D,Global,2022-01-25T10:59:00Z,D,12.93,24
D,Global,2022-01-26T10:59:00Z,D,23.74,24
D,Global,2022-01-27T10:59:00Z,D,29.6,24
D,Global,2022-01-28T10:59:00Z,D,30.1,24
D,Global,2022-01-29T10:59:00Z,D,26.37,24
D,Global,2022-01-30T10:59:00Z,D,29.43,24
D,Global,2022-01-31T10:59:00Z,D,25.54,24
D,Global,2022-02-01T10:59:00Z,D,24.69,24
D,Global,2022-02-02T10:59:00Z,D,14.73,24
D,Global,2022-02-03T10:59:00Z,D,14.97,24
D,Global,2022-02-04T10:59:00Z,D,24.17,24
D,Global,2022-02-05T10:59:00Z,D,14.04,24
D,Global,2022-02-06T10:59:00Z,D,6.03,24
D,Global,2022-02-07T10:59:00Z,D,5.93,24
D,Global,2022-02-08T10:59:00Z,D,14.03,24
D,Global,2022-02-09T10:59:00Z,D,5.85,24
D,Global,2022-02-10T10:59:00Z,D,18.69,24
D,Global,2022-02-11T10:59:00Z,D,8.3,24
D,Global,2022-02-12T10:59:00Z,D,9.98,24
D,Global,2022-02-13T10:59:00Z,D,14.65,24
D,Global,2022-02-14T10:59:00Z,D,22.76,24
D,Global,2022-02-15T10:59:00Z,D,27.32,24
D,Global,2022-02-16T10:59:00Z,D,27.6,24
D,Global,2022-02-17T10:59:00Z,D,23.7,24
D,Global,2022-02-18T10:59:00Z,D,24.35,24
D,Global,2022-02-19T10:59:00Z,D,18.85,24
D,Global,2022-02-20T10:59:00Z,D,15.83,24
D,Global,2022-02-21T10:59:00Z,D,13.47,24
D,Global,2022-02-22T10:59:00Z,D,23.78,24
D,Global,2022-02-23T10:59:00Z,D,19.63,24
D,Global,2022-02-24T10:59:00Z,D,25.77,24
D,Global,2022-02-25T10:59:00Z,D,17.64,24
D,Global,2022-02-26T10:59:00Z,D,19.25,24
D,Global,2022-02-27T10:59:00Z,D,18.78,24
D,Global,2022-02-28T10:59:00Z,D,24.84,24
D,Global,2022-03-01T10:59:00Z,D,17.33,24
D,Global,2022-03-02T10:59:00Z,D,21.09,24
D,Global,2022-03-03T10:59:00Z,D,24.66,24
D,Global,2022-03-04T10:59:00Z,D,18.34,24
D,Global,2022-03-05T10:59:00Z,D,19.12,24
D,Global,2022-03-06T10:59:00Z,D,24.58,24
D,Global,2022-03-07T10:59:00Z,D,22.77,24
D,Global,2022-03-08T10:59:00Z,D,22.07,24
D,Global,2022-03-09T10:59:00Z,D,18.76,24
D,Global,2022-03-10T10:59:00Z,D,20.81,24
D,Global,2022-03-11T10:59:00Z,D,17.37,24
D,Global,2022-03-12T10:59:00Z,D,18.01,24
D,Global,2022-03-13T10:59:00Z,D,16.37,24
D,Global,2022-03-14T10:59:00Z,D,20.67,24
D,Global,2022-03-15T10:59:00Z,D,14.5,24
D,Global,2022-03-16T10:59:00Z,D,21.58,24
D,Global,2022-03-17T10:59:00Z,D,21.34,24
D,Global,2022-03-18T10:59:00Z,D,16.1,24
D,Global,2022-03-19T10:59:00Z,D,20.67,24
D,Global,2022-03-20T10:59:00Z,D,16.11,24
D,Global,2022-03-21T10:59:00Z,D,3.08,24
D,Global,2022-03-22T10:59:00Z,D,14.26,24
D,Global,2022-03-23T10:59:00Z,D,2.54,24
D,Global,2022-03-24T10:59:00Z,D,11.36,24
D,Global,2022-03-25T10:59:00Z,D,11.47,24
D,Global,2022-03-26T10:59:00Z,D,14.08,24
D,Global,2022-03-27T10:59:00Z,D,18.29,24
D,Global,2022-03-28T10:59:00Z,D,11.97,24
D,Global,2022-03-29T10:59:00Z,D,14.75,24
D,Global,2022-03-30T10:59:00Z,D,18.59,24
D,Global,2022-03-31T10:59:00Z,D,18.56,24
D,Global,2022-04-02T10:59:00Z,D,17.05,24
D,Global,2022-04-03T11:59:00Z,D,16.46,24
D,Global,2022-04-04T11:59:00Z,D,16.56,24
D,Global,2022-04-05T11:59:00Z,D,7.42,24
D,Global,2022-04-06T11:59:00Z,D,13.21,24
D,Global,2022-04-07T11:59:00Z,D,17.81,24
D,Global,2022-04-08T11:59:00Z,D,17.88,24
D,Global,2022-04-09T11:59:00Z,D,14.05,24
D,Global,2022-04-10T11:59:00Z,D,17.5,24
D,Global,2022-04-11T11:59:00Z,D,16.39,24
D,Global,2022-04-12T11:59:00Z,D,9.04,24
D,Global,2022-04-13T11:59:00Z,D,4.82,24
D,Global,2022-04-14T11:59:00Z,D,17.48,24
D,Global,2022-04-15T11:59:00Z,D,17.27,24
D,Global,2022-04-16T11:59:00Z,D,13.01,24
D,Global,2022-04-17T11:59:00Z,D,15.62,24
D,Global,2022-04-18T11:59:00Z,D,5.34,24
D,Global,2022-04-19T11:59:00Z,D,7.65,24
D,Global,2022-04-20T11:59:00Z,D,10.03,24
D,Global,2022-04-21T11:59:00Z,D,6.85,24
D,Global,2022-04-22T11:59:00Z,D,8.32,24
D,Global,2022-04-23T11:59:00Z,D,15.57,24
D,Global,2022-04-24T11:59:00Z,D,12.71,24
D,Global,2022-04-25T11:59:00Z,D,11.94,24
D,Global,2022-04-26T11:59:00Z,D,14.43,24
D,Global,2022-04-27T11:59:00Z,D,11.78,24
D,Global,2022-04-28T11:59:00Z,D,13.74,24
D,Global,2022-04-29T11:59:00Z,D,14.39,24
D,Global,2022-04-30T11:59:00Z,D,14.59,24
D,Global,2022-05-01T11:59:00Z,D,7.96,24
D,Global,2022-05-02T11:59:00Z,D,8.53,24
D,Global,2022-05-03T11:59:00Z,D,11.94,24
D,Global,2022-05-04T11:59:00Z,D,10.24,24
D,Global,2022-05-05T11:59:00Z,D,13.72,24
D,Global,2022-05-06T11:59:00Z,D,12.03,24
D,Global,2022-05-07T11:59:00Z,D,12.72,24
D,Global,2022-05-08T11:59:00Z,D,11,24
D,Global,2022-05-09T11:59:00Z,D,4.7,24
D,Global,2022-05-10T11:59:00Z,D,12.29,24
D,Global,2022-05-11T11:59:00Z,D,12.49,24
D,Global,2022-05-12T11:59:00Z,D,12.53,24
D,Global,2022-05-13T11:59:00Z,D,12.17,24
D,Global,2022-05-14T11:59:00Z,D,4.99,24
D,Global,2022-05-15T11:59:00Z,D,4.83,24
D,Global,2022-05-16T11:59:00Z,D,7.59,24
D,Global,2022-05-17T11:59:00Z,D,3.24,24
D,Global,2022-05-18T11:59:00Z,D,6.98,24
D,Global,2022-05-19T11:59:00Z,D,2.59,24
D,Global,2022-05-20T11:59:00Z,D,7.05,24
D,Global,2022-05-21T11:59:00Z,D,11.12,24
D,Global,2022-05-22T11:59:00Z,D,6.22,24
D,Global,2022-05-23T11:59:00Z,D,11.26,24
D,Global,2022-05-24T11:59:00Z,D,8.09,24
D,Global,2022-05-25T11:59:00Z,D,10.97,24
D,Global,2022-05-26T11:59:00Z,D,8.42,24
D,Global,2022-05-27T11:59:00Z,D,10.79,24
D,Global,2022-05-28T11:59:00Z,D,10.54,24
D,Global,2022-05-29T11:59:00Z,D,5.06,24
D,Global,2022-05-30T11:59:00Z,D,1.33,24
D,Global,2022-05-31T11:59:00Z,D,7.38,24
D,Global,2022-06-01T11:59:00Z,D,5.17,24
D,Global,2022-06-02T11:59:00Z,D,2.34,24
D,Global,2022-06-03T11:59:00Z,D,3.38,24
D,Global,2022-06-04T11:59:00Z,D,9.33,24
D,Global,2022-06-05T11:59:00Z,D,5.55,24
D,Global,2022-06-06T11:59:00Z,D,1.45,24
D,Global,2022-06-07T11:59:00Z,D,6.08,24
D,Global,2022-06-08T11:59:00Z,D,9.26,24
D,Global,2022-06-09T11:59:00Z,D,2.86,24
D,Global,2022-06-10T11:59:00Z,D,3.87,24
D,Global,2022-06-11T11:59:00Z,D,4.14,24
D,Global,2022-06-12T11:59:00Z,D,4.96,24
D,Global,2022-06-13T11:59:00Z,D,5.36,24
D,Global,2022-06-14T11:59:00Z,D,7.44,24
D,Global,2022-06-15T11:59:00Z,D,7.95,24
D,Global,2022-06-16T11:59:00Z,D,7.95,24
D,Global,2022-06-17T11:59:00Z,D,4.57,24
D,Global,2022-06-18T11:59:00Z,D,4.34,24
D,Global,2022-06-19T11:59:00Z,D,6.05,24
D,Global,2022-06-20T11:59:00Z,D,5.48,24
D,Global,2022-06-21T11:59:00Z,D,9.12,24
D,Global,2022-06-22T11:59:00Z,D,8.25,24
D,Global,2022-06-23T11:59:00Z,D,9.58,24
D,Global,2022-06-24T11:59:00Z,D,7.33,24
D,Global,2022-06-25T11:59:00Z,D,6.36,24
D,Global,2022-06-26T11:59:00Z,D,4.98,24
D,Global,2022-06-27T11:59:00Z,D,9.41,24
D,Global,2022-06-28T11:59:00Z,D,5.31,24
D,Global,2022-06-29T11:59:00Z,D,1.69,24
D,Global,2022-06-30T11:59:00Z,D,9.6,24
D,Global,2022-07-01T11:59:00Z,D,8.47,24
D,Global,2022-07-02T11:59:00Z,D,9.89,24
D,Global,2022-07-03T11:59:00Z,D,6.6,24
D,Global,2022-07-04T11:59:00Z,D,9.55,24
D,Global,2022-07-05T11:59:00Z,D,2.75,24
D,Global,2022-07-06T11:59:00Z,D,7.33,24
D,Global,2022-07-07T11:59:00Z,D,5.88,24
D,Global,2022-07-08T11:59:00Z,D,1.14,24
D,Global,2022-07-09T11:59:00Z,D,8.53,24
D,Global,2022-07-10T11:59:00Z,D,5.15,24
D,Global,2022-07-11T11:59:00Z,D,2.08,24
D,Global,2022-07-12T11:59:00Z,D,2.22,24
D,Global,2022-07-13T11:59:00Z,D,5.21,24
D,Global,2022-07-14T11:59:00Z,D,2.31,24
D,Global,2022-07-15T11:59:00Z,D,7.08,24
D,Global,2022-07-16T11:59:00Z,D,9.16,24
D,Global,2022-07-17T11:59:00Z,D,10.54,24
D,Global,2022-07-18T11:59:00Z,D,5.36,24
D,Global,2022-07-19T11:59:00Z,D,3.6,24
D,Global,2022-07-20T11:59:00Z,D,4.04,24
D,Global,2022-07-21T11:59:00Z,D,8.3,24
D,Global,2022-07-22T11:59:00Z,D,11.16,24
D,Global,2022-07-23T11:59:00Z,D,10.92,24
D,Global,2022-07-24T11:59:00Z,D,5.45,24
D,Global,2022-07-25T11:59:00Z,D,2.81,24
D,Global,2022-07-26T11:59:00Z,D,7.26,24
D,Global,2022-07-27T11:59:00Z,D,4.35,24
D,Global,2022-07-28T11:59:00Z,D,5.52,24
D,Global,2022-07-29T11:59:00Z,D,7.88,24
D,Global,2022-07-30T11:59:00Z,D,9.61,24
D,Global,2022-07-31T11:59:00Z,D,8.1,24
D,Global,2022-08-01T11:59:00Z,D,12.24,24
D,Global,2022-08-02T11:59:00Z,D,7.14,24
D,Global,2022-08-03T11:59:00Z,D,5.27,24
D,Global,2022-08-04T11:59:00Z,D,12.57,24
D,Global,2022-08-05T11:59:00Z,D,12.41,24
D,Global,2022-08-06T11:59:00Z,D,10.79,24
D,Global,2022-08-07T11:59:00Z,D,4.11,24
D,Global,2022-08-08T11:59:00Z,D,11.73,24
D,Global,2022-08-09T11:59:00Z,D,1.59,24
D,Global,2022-08-10T11:59:00Z,D,12.47,24
D,Global,2022-08-11T11:59:00Z,D,12.82,24
D,Global,2022-08-12T11:59:00Z,D,13.81,24
D,Global,2022-08-13T11:59:00Z,D,13.64,24
D,Global,2022-08-14T11:59:00Z,D,14.49,24
D,Global,2022-08-15T11:59:00Z,D,8.62,24
D,Global,2022-08-16T11:59:00Z,D,5.05,24
D,Global,2022-08-17T11:59:00Z,D,3.63,24
D,Global,2022-08-18T11:59:00Z,D,1.81,24
D,Global,2022-08-19T11:59:00Z,D,2.54,24
D,Global,2022-08-20T11:59:00Z,D,5.87,24
D,Global,2022-08-21T11:59:00Z,D,11.31,24
D,Global,2022-08-22T11:59:00Z,D,10.84,24
D,Global,2022-08-23T11:59:00Z,D,10.87,24
D,Global,2022-08-24T11:59:00Z,D,7.24,24
D,Global,2022-08-25T11:59:00Z,D,3.55,24
D,Global,2022-08-26T11:59:00Z,D,7.77,24
D,Global,2022-08-27T11:59:00Z,D,11.11,24
D,Global,2022-08-28T11:59:00Z,D,14.61,24
D,Global,2022-08-29T11:59:00Z,D,11.14,24
D,Global,2022-08-30T11:59:00Z,D,14.51,24
D,Global,2022-08-31T11:59:00Z,D,16.9,24
D,Global,2022-09-01T11:59:00Z,D,15.65,24
D,Global,2022-09-02T11:59:00Z,D,7.68,24
D,Global,2022-09-03T11:59:00Z,D,9.25,24
D,Global,2022-09-04T11:59:00Z,D,14.73,24
D,Global,2022-09-05T11:59:00Z,D,1.63,24
D,Global,2022-09-06T11:59:00Z,D,18.46,24
D,Global,2022-09-07T11:59:00Z,D,12.78,24
D,Global,2022-09-08T11:59:00Z,D,19.86,24
D,Global,2022-09-09T11:59:00Z,D,7.67,24
D,Global,2022-09-10T11:59:00Z,D,3.19,24
D,Global,2022-09-11T11:59:00Z,D,10.73,24
D,Global,2022-09-12T11:59:00Z,D,9.78,24
D,Global,2022-09-13T11:59:00Z,D,14.56,24
D,Global,2022-09-14T11:59:00Z,D,11.89,24
D,Global,2022-09-15T11:59:00Z,D,17.13,24
D,Global,2022-09-16T11:59:00Z,D,17,24
D,Global,2022-09-17T11:59:00Z,D,13.98,24
D,Global,2022-09-18T11:59:00Z,D,20.54,24
D,Global,2022-09-19T11:59:00Z,D,3.48,24
D,Global,2022-09-20T11:59:00Z,D,15.9,24
D,Global,2022-09-21T11:59:00Z,D,12.59,24
D,Global,2022-09-22T11:59:00Z,D,5.37,24
D,Global,2022-09-23T11:59:00Z,D,17.35,24
D,Global,2022-09-24T11:59:00Z,D,16.95,24
D,Global,2022-09-25T10:59:00Z,D,11.89,24
D,Global,2022-09-26T10:59:00Z,D,21.7,24
D,Global,2022-09-27T10:59:00Z,D,10.28,24
D,Global,2022-09-28T10:59:00Z,D,10.12,24
D,Global,2022-09-29T10:59:00Z,D,6.35,24
D,Global,2022-09-30T10:59:00Z,D,4.29,24
D,Global,2022-10-01T10:59:00Z,D,3.33,24
D,Global,2022-10-02T10:59:00Z,D,17.34,24
D,Global,2022-10-03T10:59:00Z,D,10.23,24
D,Global,2022-10-04T10:59:00Z,D,22.93,24
D,Global,2022-10-05T10:59:00Z,D,13.52,24
D,Global,2022-10-06T10:59:00Z,D,19.13,24
D,Global,2022-10-07T10:59:00Z,D,25.14,24
D,Global,2022-10-08T10:59:00Z,D,24.56,24
D,Global,2022-10-09T10:59:00Z,D,11.28,24
D,Global,2022-10-10T10:59:00Z,D,14.48,24
D,Global,2022-10-11T10:59:00Z,D,14.36,24
D,Global,2022-10-12T10:59:00Z,D,10.99,24
D,Global,2022-10-13T10:59:00Z,D,12.81,24
D,Global,2022-10-14T10:59:00Z,D,12.82,24
D,Global,2022-10-15T10:59:00Z,D,11.36,24
D,Global,2022-10-16T10:59:00Z,D,24.41,24
D,Global,2022-10-17T10:59:00Z,D,16.63,24
D,Global,2022-10-18T10:59:00Z,D,22.63,24
D,Global,2022-10-19T10:59:00Z,D,21.61,24
D,Global,2022-10-20T10:59:00Z,D,16.01,24
D,Global,2022-10-21T10:59:00Z,D,14.27,24
D,Global,2022-10-22T10:59:00Z,D,28.1,24
D,Global,2022-10-23T10:59:00Z,D,27.05,24
D,Global,2022-10-24T10:59:00Z,D,26.77,24
D,Global,2022-10-25T10:59:00Z,D,14.19,24
D,Global,2022-10-26T10:59:00Z,D,8.15,24
D,Global,2022-10-27T10:59:00Z,D,19.24,24
D,Global,2022-10-28T10:59:00Z,D,12.19,24
D,Global,2022-10-29T10:59:00Z,D,8.53,24
D,Global,2022-10-30T10:59:00Z,D,4.24,24
D,Global,2022-10-31T10:59:00Z,D,16.39,24
D,Global,2022-11-01T10:59:00Z,D,21.71,24
D,Global,2022-11-02T10:59:00Z,D,27.18,24
D,Global,2022-11-03T10:59:00Z,D,6.68,24
D,Global,2022-11-04T10:59:00Z,D,21.98,24
D,Global,2022-11-05T10:59:00Z,D,29.02,24
D,Global,2022-11-06T10:59:00Z,D,18.48,24
D,Global,2022-11-07T10:59:00Z,D,23.28,24
D,Global,2022-11-08T10:59:00Z,D,19.86,24
D,Global,2022-11-09T10:59:00Z,D,15.72,24
D,Global,2022-11-10T10:59:00Z,D,23.42,24
D,Global,2022-11-11T10:59:00Z,D,4.08,24
D,Global,2022-11-12T10:59:00Z,D,19.59,24
D,Global,2022-11-13T10:59:00Z,D,18.41,24
D,Global,2022-11-14T10:59:00Z,D,16.58,24
D,Global,2022-11-15T10:59:00Z,D,20.81,24
D,Global,2022-11-16T10:59:00Z,D,27.49,24
D,Global,2022-11-17T10:59:00Z,D,10.85,24
D,Global,2022-11-18T10:59:00Z,D,11.8,24
D,Global,2022-11-19T10:59:00Z,D,14.33,24
D,Global,2022-11-20T10:59:00Z,D,17.89,24
D,Global,2022-11-21T10:59:00Z,D,11.34,24
D,Global,2022-11-22T10:59:00Z,D,20.65,24
D,Global,2022-11-23T10:59:00Z,D,24.24,24
D,Global,2022-11-24T10:59:00Z,D,17.24,24
