Frequency [D/H],Data Type,Observation time UTC,Data Source,Radiation [MJ/m2],PERIOD [hrs]
D,Global,2018-10-21T10:59:00Z,D,22.47,24
D,Global,2018-10-22T10:59:00Z,D,25.02,24
D,Global,2018-10-23T10:59:00Z,D,20.03,24
D,Global,2018-10-24T10:59:00Z,D,25.25,24
D,Global,2018-10-25T10:59:00Z,D,13.28,24
D,Global,2018-10-26T10:59:00Z,D,22.08,24
D,Global,2018-10-27T10:59:00Z,D,13.83,24
D,Global,2018-10-28T10:59:00Z,D,15.83,24
D,Global,2018-10-29T10:59:00Z,D,10.32,24
D,Global,2018-10-30T10:59:00Z,D,15.93,24
D,Global,2018-10-31T10:59:00Z,D,22.4,24
D,Global,2018-11-01T10:59:00Z,D,10.48,24
D,Global,2018-11-02T10:59:00Z,D,28.34,24
D,Global,2018-11-03T10:59:00Z,D,4.5,24
D,Global,2018-11-04T10:59:00Z,D,24.46,24
D,Global,2018-11-05T10:59:00Z,D,22.75,24
D,Global,2018-11-06T10:59:00Z,D,28.79,24
D,Global,2018-11-07T10:59:00Z,D,21.51,24
D,Global,2018-11-08T10:59:00Z,D,9.33,24
D,Global,2018-11-09T10:59:00Z,D,13.81,24
D,Global,2018-11-10T10:59:00Z,D,24.3,24
D,Global,2018-11-11T10:59:00Z,D,21.85,24
D,Global,2018-11-12T10:59:00Z,D,13.67,24
D,Global,2018-11-13T10:59:00Z,D,26.78,24
D,Global,2018-11-14T10:59:00Z,D,24.58,24
D,Global,2018-11-15T10:59:00Z,D,27.75,24
D,Global,2018-11-16T10:59:00Z,D,27.14,24
D,Global,2018-11-17T10:59:00Z,D,29.31,24
D,Global,2018-11-18T10:59:00Z,D,21.89,24
D,Global,2018-11-19T10:59:00Z,D,14.64,24
D,Global,2018-11-20T10:59:00Z,D,20.86,24
D,Global,2018-11-21T10:59:00Z,D,15.27,24
D,Global,2018-11-22T10:59:00Z,D,25.06,24
D,Global,2018-11-23T10:59:00Z,D,31.87,24
D,Global,2018-11-24T10:59:00Z,D,6.18,24
D,Global,2018-11-25T10:59:00Z,D,5.96,24
D,Global,2018-11-26T10:59:00Z,D,17.96,24
D,Global,2018-11-27T10:59:00Z,D,18.52,24
D,Global,2018-11-28T10:59:00Z,D,17.13,24
D,Global,2018-11-29T10:59:00Z,D,27.81,24
D,Global,2018-11-30T10:59:00Z,D,14.84,24
D,Global,2018-12-01T10:59:00Z,D,6.6,24
D,Global,2018-12-02T10:59:00Z,D,24.14,24
D,Global,2018-12-03T10:59:00Z,D,12.43,24
D,Global,2018-12-04T10:59:00Z,D,11,24
D,Global,2018-12-05T10:59:00Z,D,23.51,24
D,Global,2018-12-06T10:59:00Z,D,20.93,24
D,Global,2018-12-07T10:59:00Z,D,31.09,24
D,Global,2018-12-08T10:59:00Z,D,31.4,24
D,Global,2018-12-09T10:59:00Z,D,29.68,24
D,Global,2018-12-10T10:59:00Z,D,26.06,24
D,Global,2018-12-11T10:59:00Z,D,6.84,24
D,Global,2018-12-12T10:59:00Z,D,14.37,24
D,Global,2018-12-13T10:59:00Z,D,21.04,24
D,Global,2018-12-14T10:59:00Z,D,27.2,24
D,Global,2018-12-15T10:59:00Z,D,26.62,24
D,Global,2018-12-16T10:59:00Z,D,31.1,24
D,Global,2018-12-17T10:59:00Z,D,20.82,24
D,Global,2018-12-18T10:59:00Z,D,31.27,24
D,Global,2018-12-19T10:59:00Z,D,22.6,24
D,Global,2018-12-20T10:59:00Z,D,16.6,24
D,Global,2018-12-21T10:59:00Z,D,20.15,24
D,Global,2018-12-22T10:59:00Z,D,26.97,24
D,Global,2018-12-23T10:59:00Z,D,13.72,24
D,Global,2018-12-24T10:59:00Z,D,5.04,24
D,Global,2018-12-25T10:59:00Z,D,25,24
D,Global,2018-12-26T10:59:00Z,D,30.45,24
D,Global,2018-12-27T10:59:00Z,D,19.69,24
D,Global,2018-12-28T10:59:00Z,D,26.65,24
D,Global,2018-12-29T10:59:00Z,D,11.55,24
D,Global,2018-12-30T10:59:00Z,D,27.98,24
D,Global,2018-12-31T10:59:00Z,D,21.82,24
D,Global,2019-01-01T10:59:00Z,D,27.78,24
D,Global,2019-01-02T10:59:00Z,D,28.13,24
D,Global,2019-01-03T10:59:00Z,D,19.07,24
D,Global,2019-01-04T10:59:00Z,D,32.23,24
D,Global,2019-01-05T10:59:00Z,D,27.35,24
D,Global,2019-01-06T10:59:00Z,D,32.38,24
D,Global,2019-01-07T10:59:00Z,D,30.55,24
D,Global,2019-01-08T10:59:00Z,D,32.26,24
D,Global,2019-01-09T10:59:00Z,D,25.25,24
D,Global,2019-01-10T10:59:00Z,D,13.06,24
D,Global,2019-01-11T10:59:00Z,D,27.87,24
D,Global,2019-01-12T10:59:00Z,D,17.17,24
D,Global,2019-01-13T10:59:00Z,D,22.39,24
D,Global,2019-01-14T10:59:00Z,D,9.62,24
D,Global,2019-01-15T10:59:00Z,D,20.69,24
D,Global,2019-01-16T10:59:00Z,D,16.04,24
D,Global,2019-01-17T10:59:00Z,D,30.19,24
D,Global,2019-01-18T10:59:00Z,D,25.63,24
D,Global,2019-01-19T10:59:00Z,D,24.17,24
D,Global,2019-01-20T10:59:00Z,D,28.24,24
D,Global,2019-01-21T10:59:00Z,D,22.82,24
D,Global,2019-01-22T10:59:00Z,D,30.43,24
D,Global,2019-01-23T10:59:00Z,D,29.67,24
D,Global,2019-01-24T10:59:00Z,D,25.39,24
D,Global,2019-01-25T10:59:00Z,D,23.69,24
D,Global,2019-01-26T10:59:00Z,D,26.72,24
D,Global,2019-01-27T10:59:00Z,D,27.25,24
D,Global,2019-01-28T10:59:00Z,D,28.28,24
D,Global,2019-01-29T10:59:00Z,D,27.48,24
D,Global,2019-01-30T10:59:00Z,D,27.84,24
D,Global,2019-01-31T10:59:00Z,D,27.69,24
D,Global,2019-02-01T10:59:00Z,D,11.69,24
D,Global,2019-02-02T10:59:00Z,D,11.22,24
D,Global,2019-02-03T10:59:00Z,D,29.5,24
D,Global,2019-02-04T10:59:00Z,D,27.96,24
D,Global,2019-02-05T10:59:00Z,D,29.17,24
D,Global,2019-02-06T10:59:00Z,D,21.39,24
D,Global,2019-02-07T10:59:00Z,D,13.26,24
D,Global,2019-02-08T10:59:00Z,D,17.61,24
D,Global,2019-02-09T10:59:00Z,D,28.13,24
D,Global,2019-02-10T10:59:00Z,D,22.01,24
D,Global,2019-02-11T10:59:00Z,D,23.52,24
D,Global,2019-02-12T10:59:00Z,D,24,24
D,Global,2019-02-13T10:59:00Z,D,27.93,24
D,Global,2019-02-14T10:59:00Z,D,27.02,24
D,Global,2019-02-15T10:59:00Z,D,25.97,24
D,Global,2019-02-16T10:59:00Z,D,27.72,24
D,Global,2019-02-17T10:59:00Z,D,13.35,24
D,Global,2019-02-18T10:59:00Z,D,25.15,24
D,Global,2019-02-19T10:59:00Z,D,26.21,24
D,Global,2019-02-20T10:59:00Z,D,22.52,24
D,Global,2019-02-21T10:59:00Z,D,14.84,24
D,Global,2019-02-22T10:59:00Z,D,5.78,24
D,Global,2019-02-23T10:59:00Z,D,8.34,24
D,Global,2019-02-24T10:59:00Z,D,22.75,24
D,Global,2019-02-25T10:59:00Z,D,20.78,24
D,Global,2019-02-26T10:59:00Z,D,25.88,24
D,Global,2019-02-27T10:59:00Z,D,24.85,24
D,Global,2019-02-28T10:59:00Z,D,23.65,24
D,Global,2019-03-01T10:59:00Z,D,18.12,24
D,Global,2019-03-02T10:59:00Z,D,24.72,24
D,Global,2019-03-03T10:59:00Z,D,25,24
D,Global,2019-03-04T10:59:00Z,D,21.22,24
D,Global,2019-03-05T10:59:00Z,D,24.9,24
D,Global,2019-03-06T10:59:00Z,D,23.65,24
D,Global,2019-03-07T10:59:00Z,D,17.74,24
D,Global,2019-03-08T10:59:00Z,D,10.27,24
D,Global,2019-03-09T10:59:00Z,D,13.79,24
D,Global,2019-03-10T10:59:00Z,D,19.12,24
D,Global,2019-03-11T10:59:00Z,D,19.99,24
D,Global,2019-03-12T10:59:00Z,D,20.51,24
D,Global,2019-03-13T10:59:00Z,D,8.29,24
D,Global,2019-03-14T10:59:00Z,D,15.57,24
D,Global,2019-03-15T10:59:00Z,D,6.49,24
D,Global,2019-03-16T10:59:00Z,D,20.32,24
D,Global,2019-03-17T10:59:00Z,D,13.08,24
D,Global,2019-03-18T10:59:00Z,D,14.75,24
D,Global,2019-03-19T10:59:00Z,D,18.36,24
D,Global,2019-03-20T10:59:00Z,D,15.17,24
D,Global,2019-03-21T10:59:00Z,D,20.79,24
D,Global,2019-03-22T10:59:00Z,D,13.88,24
D,Global,2019-03-23T10:59:00Z,D,11.62,24
D,Global,2019-03-24T10:59:00Z,D,7.54,24
D,Global,2019-03-25T10:59:00Z,D,9.57,24
D,Global,2019-03-26T10:59:00Z,D,18.7,24
D,Global,2019-03-27T10:59:00Z,D,10.83,24
D,Global,2019-03-28T10:59:00Z,D,4.08,24
D,Global,2019-03-29T10:59:00Z,D,12.9,24
D,Global,2019-03-30T10:59:00Z,D,10.71,24
D,Global,2019-03-31T10:59:00Z,D,9.65,24
D,Global,2019-04-01T10:59:00Z,D,3.05,24
D,Global,2019-04-02T10:59:00Z,D,18.61,24
D,Global,2019-04-03T10:59:00Z,D,13.7,24
D,Global,2019-04-04T10:59:00Z,D,17.88,24
D,Global,2019-04-06T10:59:00Z,D,12.85,24
D,Global,2019-04-07T11:59:00Z,D,14.21,24
D,Global,2019-04-08T11:59:00Z,D,12.07,24
D,Global,2019-04-09T11:59:00Z,D,17.73,24
D,Global,2019-04-10T11:59:00Z,D,11.25,24
D,Global,2019-04-11T11:59:00Z,D,6.76,24
D,Global,2019-04-12T11:59:00Z,D,11.18,24
D,Global,2019-04-13T11:59:00Z,D,14.25,24
D,Global,2019-04-14T11:59:00Z,D,16.71,24
D,Global,2019-04-15T11:59:00Z,D,16.57,24
D,Global,2019-04-16T11:59:00Z,D,16.29,24
D,Global,2019-04-17T11:59:00Z,D,14.83,24
D,Global,2019-04-18T11:59:00Z,D,16.04,24
D,Global,2019-04-19T11:59:00Z,D,16.06,24
D,Global,2019-04-20T11:59:00Z,D,14.9,24
D,Global,2019-04-21T11:59:00Z,D,12.84,24
D,Global,2019-04-22T11:59:00Z,D,2.23,24
D,Global,2019-04-23T11:59:00Z,D,11.72,24
D,Global,2019-04-24T11:59:00Z,D,9.32,24
D,Global,2019-04-25T11:59:00Z,D,10.85,24
D,Global,2019-04-26T11:59:00Z,D,12.41,24
D,Global,2019-04-27T11:59:00Z,D,9.44,24
D,Global,2019-04-28T11:59:00Z,D,3.71,24
D,Global,2019-04-29T11:59:00Z,D,4.77,24
D,Global,2019-04-30T11:59:00Z,D,13.69,24
D,Global,2019-05-01T11:59:00Z,D,12.67,24
D,Global,2019-05-02T11:59:00Z,D,12.76,24
D,Global,2019-05-03T11:59:00Z,D,13.31,24
D,Global,2019-05-04T11:59:00Z,D,11.04,24
D,Global,2019-05-05T11:59:00Z,D,9.67,24
D,Global,2019-05-06T11:59:00Z,D,9.82,24
D,Global,2019-05-07T11:59:00Z,D,8.53,24
D,Global,2019-05-08T11:59:00Z,D,5.51,24
D,Global,2019-05-09T11:59:00Z,D,9.28,24
D,Global,2019-05-10T11:59:00Z,D,6.63,24
D,Global,2019-05-11T11:59:00Z,D,10.56,24
D,Global,2019-05-12T11:59:00Z,D,4.82,24
D,Global,2019-05-13T11:59:00Z,D,8.64,24
D,Global,2019-05-14T11:59:00Z,D,6.02,24
D,Global,2019-05-15T11:59:00Z,D,6.73,24
D,Global,2019-05-16T11:59:00Z,D,7.98,24
D,Global,2019-05-17T11:59:00Z,D,10.78,24
D,Global,2019-05-18T11:59:00Z,D,7.1,24
D,Global,2019-05-19T11:59:00Z,D,9.51,24
D,Global,2019-05-20T11:59:00Z,D,10.62,24
D,Global,2019-05-21T11:59:00Z,D,5.85,24
D,Global,2019-05-22T11:59:00Z,D,6.04,24
D,Global,2019-05-23T11:59:00Z,D,9.31,24
D,Global,2019-05-24T11:59:00Z,D,10.86,24
D,Global,2019-05-25T11:59:00Z,D,6.23,24
D,Global,2019-05-26T11:59:00Z,D,10.21,24
D,Global,2019-05-27T11:59:00Z,D,4.1,24
D,Global,2019-05-28T11:59:00Z,D,2.61,24
D,Global,2019-05-29T11:59:00Z,D,7.56,24
D,Global,2019-05-30T11:59:00Z,D,7,24
D,Global,2019-05-31T11:59:00Z,D,1.63,24
D,Global,2019-06-01T11:59:00Z,D,5.63,24
D,Global,2019-06-02T11:59:00Z,D,9.6,24
D,Global,2019-06-03T11:59:00Z,D,10.05,24
D,Global,2019-06-04T11:59:00Z,D,6.28,24
D,Global,2019-06-05T11:59:00Z,D,1.61,24
D,Global,2019-06-06T11:59:00Z,D,8.93,24
D,Global,2019-06-07T11:59:00Z,D,8.16,24
D,Global,2019-06-08T11:59:00Z,D,6.18,24
D,Global,2019-06-09T11:59:00Z,D,9.55,24
D,Global,2019-06-10T11:59:00Z,D,5.76,24
D,Global,2019-06-11T11:59:00Z,D,4.61,24
D,Global,2019-06-12T11:59:00Z,D,1.83,24
D,Global,2019-06-13T11:59:00Z,D,6.81,24
D,Global,2019-06-14T11:59:00Z,D,5.92,24
D,Global,2019-06-15T11:59:00Z,D,6.28,24
D,Global,2019-06-16T11:59:00Z,D,5.63,24
D,Global,2019-06-17T11:59:00Z,D,7.46,24
D,Global,2019-06-18T11:59:00Z,D,9.5,24
D,Global,2019-06-19T11:59:00Z,D,9.46,24
D,Global,2019-06-20T11:59:00Z,D,3.53,24
D,Global,2019-06-21T11:59:00Z,D,4.35,24
D,Global,2019-06-22T11:59:00Z,D,6.87,24
D,Global,2019-06-23T11:59:00Z,D,4.13,24
D,Global,2019-06-24T11:59:00Z,D,6.69,24
D,Global,2019-06-25T11:59:00Z,D,9.24,24
D,Global,2019-06-26T11:59:00Z,D,9.47,24
D,Global,2019-06-27T11:59:00Z,D,9.3,24
D,Global,2019-06-28T11:59:00Z,D,8.43,24
D,Global,2019-06-29T11:59:00Z,D,9.04,24
D,Global,2019-06-30T11:59:00Z,D,9.72,24
D,Global,2019-07-01T11:59:00Z,D,2.87,24
D,Global,2019-07-02T11:59:00Z,D,5.18,24
D,Global,2019-07-03T11:59:00Z,D,2.17,24
D,Global,2019-07-04T11:59:00Z,D,1.21,24
D,Global,2019-07-05T11:59:00Z,D,4.94,24
D,Global,2019-07-06T11:59:00Z,D,6.68,24
D,Global,2019-07-07T11:59:00Z,D,9.84,24
D,Global,2019-07-08T11:59:00Z,D,4.63,24
D,Global,2019-07-09T11:59:00Z,D,6.24,24
D,Global,2019-07-10T11:59:00Z,D,5.56,24
D,Global,2019-07-11T11:59:00Z,D,7.46,24
D,Global,2019-07-12T11:59:00Z,D,2.37,24
D,Global,2019-07-13T11:59:00Z,D,9.22,24
D,Global,2019-07-14T11:59:00Z,D,2.01,24
D,Global,2019-07-15T11:59:00Z,D,8.7,24
D,Global,2019-07-16T11:59:00Z,D,3.65,24
D,Global,2019-07-17T11:59:00Z,D,7.04,24
D,Global,2019-07-18T11:59:00Z,D,7.23,24
D,Global,2019-07-19T11:59:00Z,D,2.32,24
D,Global,2019-07-20T11:59:00Z,D,8.42,24
D,Global,2019-07-21T11:59:00Z,D,9.32,24
D,Global,2019-07-22T11:59:00Z,D,10.95,24
D,Global,2019-07-23T11:59:00Z,D,10.15,24
D,Global,2019-07-24T11:59:00Z,D,5.19,24
D,Global,2019-07-25T11:59:00Z,D,6.31,24
D,Global,2019-07-26T11:59:00Z,D,5.67,24
D,Global,2019-07-27T11:59:00Z,D,10.2,24
D,Global,2019-07-28T11:59:00Z,D,6.94,24
D,Global,2019-07-29T11:59:00Z,D,7.76,24
D,Global,2019-07-30T11:59:00Z,D,7.1,24
D,Global,2019-07-31T11:59:00Z,D,8.85,24
D,Global,2019-08-01T11:59:00Z,D,10.99,24
D,Global,2019-08-02T11:59:00Z,D,6.51,24
D,Global,2019-08-03T11:59:00Z,D,10.63,24
D,Global,2019-08-04T11:59:00Z,D,7.58,24
D,Global,2019-08-05T11:59:00Z,D,12.4,24
D,Global,2019-08-06T11:59:00Z,D,8.88,24
D,Global,2019-08-07T11:59:00Z,D,11.65,24
D,Global,2019-08-08T11:59:00Z,D,9.29,24
D,Global,2019-08-09T11:59:00Z,D,4.07,24
D,Global,2019-08-10T11:59:00Z,D,5.73,24
D,Global,2019-08-11T11:59:00Z,D,3.51,24
D,Global,2019-08-12T11:59:00Z,D,7.63,24
D,Global,2019-08-13T11:59:00Z,D,7.35,24
D,Global,2019-08-14T11:59:00Z,D,8.74,24
D,Global,2019-08-15T11:59:00Z,D,12.01,24
D,Global,2019-08-16T11:59:00Z,D,10.4,24
D,Global,2019-08-17T11:59:00Z,D,7.59,24
D,Global,2019-08-18T11:59:00Z,D,9.69,24
D,Global,2019-08-19T11:59:00Z,D,14.93,24
D,Global,2019-08-20T11:59:00Z,D,6.34,24
D,Global,2019-08-21T11:59:00Z,D,7.54,24
D,Global,2019-08-22T11:59:00Z,D,7.28,24
D,Global,2019-08-23T11:59:00Z,D,3.4,24
D,Global,2019-08-24T11:59:00Z,D,15.12,24
D,Global,2019-08-25T11:59:00Z,D,9,24
D,Global,2019-08-26T11:59:00Z,D,13.71,24
D,Global,2019-08-27T11:59:00Z,D,15.3,24
D,Global,2019-08-28T11:59:00Z,D,11.55,24
D,Global,2019-08-29T11:59:00Z,D,14.59,24
D,Global,2019-08-30T11:59:00Z,D,11.75,24
D,Global,2019-08-31T11:59:00Z,D,16.18,24
D,Global,2019-09-01T11:59:00Z,D,16.82,24
D,Global,2019-09-02T11:59:00Z,D,15.33,24
D,Global,2019-09-03T11:59:00Z,D,7.1,24
D,Global,2019-09-04T11:59:00Z,D,5.93,24
D,Global,2019-09-05T11:59:00Z,D,11.36,24
D,Global,2019-09-06T11:59:00Z,D,5.45,24
D,Global,2019-09-07T11:59:00Z,D,16.82,24
D,Global,2019-09-08T11:59:00Z,D,6.1,24
D,Global,2019-09-09T11:59:00Z,D,4.08,24
D,Global,2019-09-10T11:59:00Z,D,5.65,24
D,Global,2019-09-11T11:59:00Z,D,15.95,24
D,Global,2019-09-12T11:59:00Z,D,16.61,24
D,Global,2019-09-13T11:59:00Z,D,10.65,24
D,Global,2019-09-14T11:59:00Z,D,12.14,24
D,Global,2019-09-15T11:59:00Z,D,17.1,24
D,Global,2019-09-16T11:59:00Z,D,16.75,24
D,Global,2019-09-17T11:59:00Z,D,6.32,24
D,Global,2019-09-18T11:59:00Z,D,16.63,24
D,Global,2019-09-19T11:59:00Z,D,13.56,24
D,Global,2019-09-20T11:59:00Z,D,15.88,24
D,Global,2019-09-21T11:59:00Z,D,20.84,24
D,Global,2019-09-22T11:59:00Z,D,20.81,24
D,Global,2019-09-23T11:59:00Z,D,9.94,24
D,Global,2019-09-24T11:59:00Z,D,6.35,24
D,Global,2019-09-25T11:59:00Z,D,13.45,24
D,Global,2019-09-26T11:59:00Z,D,18.55,24
D,Global,2019-09-27T11:59:00Z,D,16.03,24
D,Global,2019-09-28T11:59:00Z,D,16,24
D,Global,2019-09-29T10:59:00Z,D,14.76,24
D,Global,2019-09-30T10:59:00Z,D,11.08,24
D,Global,2019-10-01T10:59:00Z,D,17.48,24
D,Global,2019-10-02T10:59:00Z,D,13.25,24
D,Global,2019-10-03T10:59:00Z,D,18.03,24
D,Global,2019-10-04T10:59:00Z,D,20.14,24
D,Global,2019-10-05T10:59:00Z,D,10.85,24
D,Global,2019-10-06T10:59:00Z,D,12.17,24
D,Global,2019-10-07T10:59:00Z,D,10.39,24
D,Global,2019-10-08T10:59:00Z,D,9.19,24
D,Global,2019-10-09T10:59:00Z,D,22.88,24
D,Global,2019-10-10T10:59:00Z,D,12.54,24
D,Global,2019-10-11T10:59:00Z,D,4.98,24
D,Global,2019-10-12T10:59:00Z,D,11.2,24
D,Global,2019-10-13T10:59:00Z,D,25.45,24
D,Global,2019-10-14T10:59:00Z,D,5.66,24
D,Global,2019-10-15T10:59:00Z,D,5.07,24
D,Global,2019-10-16T10:59:00Z,D,17.56,24
D,Global,2019-10-17T10:59:00Z,D,21.43,24
D,Global,2019-10-18T10:59:00Z,D,15.21,24
D,Global,2019-10-19T10:59:00Z,D,14.18,24
D,Global,2019-10-20T10:59:00Z,D,13.18,24
D,Global,2019-10-21T10:59:00Z,D,18.84,24
D,Global,2019-10-22T10:59:00Z,D,26.26,24
D,Global,2019-10-23T10:59:00Z,D,19.51,24
D,Global,2019-10-24T10:59:00Z,D,15.02,24
D,Global,2019-10-25T10:59:00Z,D,16.56,24
D,Global,2019-10-26T10:59:00Z,D,26.22,24
D,Global,2019-10-27T10:59:00Z,D,27.45,24
D,Global,2019-10-28T10:59:00Z,D,11.57,24
D,Global,2019-10-29T10:59:00Z,D,17.71,24
D,Global,2019-10-30T10:59:00Z,D,25.94,24
D,Global,2019-10-31T10:59:00Z,D,26.2,24
D,Global,2019-11-01T10:59:00Z,D,22.53,24
D,Global,2019-11-02T10:59:00Z,D,27.24,24
D,Global,2019-11-03T10:59:00Z,D,27.32,24
D,Global,2019-11-04T10:59:00Z,D,28.25,24
D,Global,2019-11-05T10:59:00Z,D,28.44,24
D,Global,2019-11-06T10:59:00Z,D,22.23,24
D,Global,2019-11-07T10:59:00Z,D,27.37,24
D,Global,2019-11-08T10:59:00Z,D,26.93,24
D,Global,2019-11-09T10:59:00Z,D,24.81,24
D,Global,2019-11-10T10:59:00Z,D,7.27,24
D,Global,2019-11-11T10:59:00Z,D,21.01,24
D,Global,2019-11-12T10:59:00Z,D,23.51,24
D,Global,2019-11-13T10:59:00Z,D,25.28,24
D,Global,2019-11-14T10:59:00Z,D,10.5,24
D,Global,2019-11-15T10:59:00Z,D,23.86,24
D,Global,2019-11-16T10:59:00Z,D,15.74,24
D,Global,2019-11-17T10:59:00Z,D,19.49,24
D,Global,2019-11-18T10:59:00Z,D,5.42,24
D,Global,2019-11-19T10:59:00Z,D,27.51,24
D,Global,2019-11-20T10:59:00Z,D,21.67,24
D,Global,2019-11-21T10:59:00Z,D,31.46,24
D,Global,2019-11-22T10:59:00Z,D,30.35,24
D,Global,2019-11-23T10:59:00Z,D,30.04,24
D,Global,2019-11-24T10:59:00Z,D,30.02,24
D,Global,2019-11-25T10:59:00Z,D,27.35,24
D,Global,2019-11-26T10:59:00Z,D,20.64,24
D,Global,2019-11-27T10:59:00Z,D,32.01,24
D,Global,2019-11-28T10:59:00Z,D,23.64,24
D,Global,2019-11-29T10:59:00Z,D,25.13,24
D,Global,2019-11-30T10:59:00Z,D,30.52,24
D,Global,2019-12-01T10:59:00Z,D,16.96,24
D,Global,2019-12-02T10:59:00Z,D,13.39,24
D,Global,2019-12-03T10:59:00Z,D,16.46,24
D,Global,2019-12-04T10:59:00Z,D,25.41,24
D,Global,2019-12-05T10:59:00Z,D,24.93,24
D,Global,2019-12-06T10:59:00Z,D,21.84,24
D,Global,2019-12-07T10:59:00Z,D,15.01,24
D,Global,2019-12-08T10:59:00Z,D,14.79,24
D,Global,2019-12-09T10:59:00Z,D,25.66,24
D,Global,2019-12-10T10:59:00Z,D,32.05,24
D,Global,2019-12-11T10:59:00Z,D,26.46,24
D,Global,2019-12-12T10:59:00Z,D,18.55,24
D,Global,2019-12-13T10:59:00Z,D,27.87,24
D,Global,2019-12-14T10:59:00Z,D,27.51,24
D,Global,2019-12-15T10:59:00Z,D,18.09,24
D,Global,2019-12-16T10:59:00Z,D,9.09,24
D,Global,2019-12-17T10:59:00Z,D,8.14,24
D,Global,2019-12-18T10:59:00Z,D,22.27,24
D,Global,2019-12-19T10:59:00Z,D,29.03,24
D,Global,2019-12-20T10:59:00Z,D,10.27,24
D,Global,2019-12-21T10:59:00Z,D,28.43,24
D,Global,2019-12-22T10:59:00Z,D,32.55,24
D,Global,2019-12-23T10:59:00Z,D,23.83,24
D,Global,2019-12-24T10:59:00Z,D,21.22,24
D,Global,2019-12-25T10:59:00Z,D,15.2,24
D,Global,2019-12-26T10:59:00Z,D,30.1,24
D,Global,2019-12-27T10:59:00Z,D,32.64,24
D,Global,2019-12-28T10:59:00Z,D,31.98,24
D,Global,2019-12-29T10:59:00Z,D,32.78,24
D,Global,2019-12-30T10:59:00Z,D,18.13,24
D,Global,2019-12-31T10:59:00Z,D,31.77,24
D,Global,2020-01-01T10:59:00Z,D,29.71,24
D,Global,2020-01-02T10:59:00Z,D,25.79,24
D,Global,2020-01-03T10:59:00Z,D,27.97,24
D,Global,2020-01-04T10:59:00Z,D,26.16,24
D,Global,2020-01-05T10:59:00Z,D,22.83,24
D,Global,2020-01-06T10:59:00Z,D,27.77,24
D,Global,2020-01-07T10:59:00Z,D,27.88,24
D,Global,2020-01-08T10:59:00Z,D,13.2,24
D,Global,2020-01-09T10:59:00Z,D,25.61,24
D,Global,2020-01-10T10:59:00Z,D,31.07,24
D,Global,2020-01-11T10:59:00Z,D,27.07,24
D,Global,2020-01-12T10:59:00Z,D,31.11,24
D,Global,2020-01-13T10:59:00Z,D,20.1,24
D,Global,2020-01-14T10:59:00Z,D,10.65,24
D,Global,2020-01-15T10:59:00Z,D,28.82,24
D,Global,2020-01-16T10:59:00Z,D,29.81,24
D,Global,2020-01-17T10:59:00Z,D,28.17,24
D,Global,2020-01-18T10:59:00Z,D,29.15,24
D,Global,2020-01-19T10:59:00Z,D,27.8,24
D,Global,2020-01-20T10:59:00Z,D,27.41,24
D,Global,2020-01-21T10:59:00Z,D,23.84,24
D,Global,2020-01-22T10:59:00Z,D,20.26,24
D,Global,2020-01-23T10:59:00Z,D,28.33,24
D,Global,2020-01-24T10:59:00Z,D,28.87,24
D,Global,2020-01-25T10:59:00Z,D,29.85,24
D,Global,2020-01-26T10:59:00Z,D,28.7,24
D,Global,2020-01-27T10:59:00Z,D,28.5,24
D,Global,2020-01-28T10:59:00Z,D,16.3,24
D,Global,2020-01-29T10:59:00Z,D,17.08,24
D,Global,2020-01-30T10:59:00Z,D,19.52,24
D,Global,2020-01-31T10:59:00Z,D,28.37,24
D,Global,2020-02-01T10:59:00Z,D,26.22,24
D,Global,2020-02-02T10:59:00Z,D,25.76,24
D,Global,2020-02-03T10:59:00Z,D,28.16,24
D,Global,2020-02-04T10:59:00Z,D,27.92,24
D,Global,2020-02-05T10:59:00Z,D,27.54,24
D,Global,2020-02-06T10:59:00Z,D,29.12,24
D,Global,2020-02-07T10:59:00Z,D,25.97,24
D,Global,2020-02-08T10:59:00Z,D,21.17,24
D,Global,2020-02-09T10:59:00Z,D,28.79,24
D,Global,2020-02-10T10:59:00Z,D,28.53,24
D,Global,2020-02-11T10:59:00Z,D,28.41,24
D,Global,2020-02-12T10:59:00Z,D,27.63,24
D,Global,2020-02-13T10:59:00Z,D,27.55,24
D,Global,2020-02-14T10:59:00Z,D,23.33,24
D,Global,2020-02-15T10:59:00Z,D,10.46,24
D,Global,2020-02-16T10:59:00Z,D,10.02,24
D,Global,2020-02-17T10:59:00Z,D,16.51,24
D,Global,2020-02-18T10:59:00Z,D,9.89,24
D,Global,2020-02-19T10:59:00Z,D,12.48,24
D,Global,2020-02-20T10:59:00Z,D,23.13,24
D,Global,2020-02-21T10:59:00Z,D,13.77,24
D,Global,2020-02-22T10:59:00Z,D,6.67,24
D,Global,2020-02-23T10:59:00Z,D,21.53,24
D,Global,2020-02-24T10:59:00Z,D,26.14,24
D,Global,2020-02-25T10:59:00Z,D,25.86,24
D,Global,2020-02-26T10:59:00Z,D,24.09,24
D,Global,2020-02-27T10:59:00Z,D,23.96,24
D,Global,2020-02-28T10:59:00Z,D,19.96,24
D,Global,2020-02-29T10:59:00Z,D,15.46,24
D,Global,2020-03-01T10:59:00Z,D,23.35,24
D,Global,2020-03-02T10:59:00Z,D,10.13,24
